Asset,Time
A941138,730
A987421,646
A987421,647
A768790,524
A768790,555
A768790,624
A768790,669
A931046,620
A931046,630
A931046,650
A239302,600
A239302,602
A308202,538
A286333,590
A388178,541
A456089,540
A145210,547
A145210,608
A145210,609
A862428,698
A759668,585
A759668,637
A624996,558
A121298,546
A121298,646
A646427,545
A646427,559
A646427,718
A890167,654
A174537,549
A174537,638
A769083,584
A769083,681
A769083,700
A529317,578
A026246,566
A730025,550
A855324,708
A108941,557
A108941,586
A108941,588
A308888,639
A821765,627
A821765,634
A821765,679
A203577,622
A203577,636
A203577,655
A203577,687
A962053,652
A741778,570
A741778,619
A741778,628
A741778,662
A741778,674
A810154,641
A549855,581
A151171,575
A921558,616
A921558,648
A921558,702
A296713,590
A296713,623
A296713,636
A366751,691
A657914,586
A657914,618
A657914,658
A657914,666
A580087,602
A798118,595
A798118,599
A798118,639
A798118,656
A798118,677
A798118,678
A726926,599
A726926,606
A801466,609
A801466,631
A801466,648
A801466,675
A801466,717
A003146,614
A003146,637
A003146,638
A003146,660
A003146,690
A891025,614
A891025,617
A891025,644
A891025,655
A891025,662
A931621,633
A191859,624
A191859,636
A191859,639
A191859,705
A438150,599
A438150,649
A438150,705
A883502,610
A883502,624
A707397,647
A707397,653
A707397,668
A333283,665
A428860,647
A428860,658
A428860,668
A648671,667
A648671,676
A147881,623
A972871,682
A094401,623
A094401,647
A094401,696
A094401,724
A063263,678
A063263,700
A132820,675
A132820,678
A962350,640
A096108,691
A180404,635
A180404,636
A180404,654
A776198,700
A289602,638
A289602,648
A289602,697
A289602,712
A385577,636
A385577,657
A385577,708
A333832,1
A333832,194
A333832,203
A333832,522
A333832,524
A333832,534
A671025,56
A671025,311
A671025,497
A671025,557
A671025,604
A036777,8
A036777,31
A036777,54
A036777,98
A036777,165
A036777,209
A036777,598
A593617,60
A593617,175
A593617,177
A593617,302
A593617,399
A593617,565
A593617,616
A593617,661
A593617,674
A421680,115
A421680,221
A421680,519
A421680,584
A421680,612
A421680,625
A410050,87
A410050,90
A410050,156
A410050,288
A410050,326
A410050,328
A410050,348
A410050,549
A410050,571
A483051,325
A483051,574
A483051,620
A483051,638
A360611,206
A360611,377
A360611,405
A360611,407
A360611,436
A799272,77
A799272,79
A799272,128
A799272,219
A799272,395
A799272,440
A799272,460
A799272,497
A799272,565
A799272,592
A799272,626
A249751,382
A249751,527
A249751,588
A249751,663
A908404,352
A908404,506
A908404,525
A908404,657
A003641,296
A003641,308
A003641,443
A003641,563
A003641,633
A003641,635
A003641,730
A616516,142
A616516,469
A616516,583
A395228,150
A395228,358
A395228,371
A395228,522
A395228,592
A395228,607
A275304,83
A275304,88
A275304,239
A275304,373
A275304,487
A275304,577
A275304,615
A078261,12
A078261,13
A078261,176
A078261,602
A982101,59
A982101,71
A982101,79
A982101,91
A982101,103
A982101,144
A982101,213
A982101,277
A982101,353
A796180,208
A796180,335
A796180,340
A863743,111
A863743,348
A863743,441
A863743,610
A863743,672
A517701,131
A517701,139
A517701,543
A517701,558
A517701,641
A546573,10
A701579,382
A701579,527
A399862,2
A399862,12
A399862,107
A399862,261
A399862,363
A399862,577
A175822,191
A175822,219
A175822,271
A175822,354
A175822,426
A175822,479
A175822,486
A175822,528
A175822,535
A175822,549
A175822,571
A175822,581
A175822,635
A175822,675
A295488,172
A295488,181
A295488,189
A295488,192
A295488,488
A295488,662
A295488,720
A682501,235
A682501,288
A682501,292
A682501,446
A682501,619
A682501,695
A682501,698
A746307,192
A746307,427
A746307,481
A746307,496
A327882,144
A327882,201
A327882,225
A327882,351
A327882,383
A327882,384
A327882,403
A327882,470
A327882,492
A327882,532
A327882,562
A251480,124
A251480,221
A251480,231
A251480,342
A251480,376
A251480,389
A251480,392
A251480,584
A100046,21
A100046,84
A100046,87
A100046,97
A100046,119
A100046,237
A100046,518
A100046,554
A026097,298
A026097,303
A026097,371
A607690,134
A607690,138
A607690,156
A607690,218
A607690,228
A607690,377
A607690,475
A607690,544
A607690,598
A607690,678
A607690,701
A203444,25
A203444,79
A203444,166
A203444,229
A203444,282
A203444,293
A203444,301
A203444,477
A203444,489
A203444,506
A203444,549
A203444,550
A203444,551
A203444,730
A919406,4
A919406,17
A919406,256
A919406,482
A919406,569
A919406,647
A483931,76
A483931,165
A483931,367
A876599,61
A876599,286
A876599,430
A876599,669
A714385,96
A714385,303
A714385,520
A714385,730
A519501,43
A519501,104
A519501,270
A519501,371
A519501,376
A519501,391
A519501,535
A409646,205
A409646,420
A409646,617
A544554,112
A544554,250
A544554,268
A544554,289
A544554,420
A027505,430
A072112,17
A072112,173
A072112,181
A072112,303
A072112,310
A072112,453
A072112,525
A072112,714
A392910,94
A392910,127
A392910,137
A392910,278
A392910,384
A392910,542
A392910,596
A392910,615
A392910,709
A392910,726
A085068,0
A085068,33
A085068,41
A085068,235
A085068,589
A085068,593
A085068,696
A948155,71
A948155,75
A948155,339
A948155,493
A948155,504
A948155,598
A028544,127
A028544,468
A028544,508
A028544,542
A028544,606
A465778,35
A465778,127
A465778,174
A465778,291
A465778,388
A465778,507
A935231,55
A935231,71
A935231,102
A935231,110
A935231,163
A935231,173
A935231,433
A935231,553
A935231,574
A394518,599
A394518,707
A120931,17
A120931,317
A120931,410
A120931,459
A120931,594
A120931,610
A120931,618
A120931,626
A499073,177
A499073,225
A499073,282
A499073,393
A499073,450
A499073,527
A499073,530
A499073,554
A499073,570
A499073,594
A499073,598
A499073,675
A499073,700
A994967,80
A994967,83
A994967,217
A994967,235
A994967,639
A996549,117
A996549,194
A996549,520
A996549,684
A996549,726
A901442,35
A901442,103
A901442,279
A901442,380
A901442,389
A901442,398
A901442,706
A898656,126
A898656,258
A898656,341
A898656,548
A898656,596
A898656,643
A751052,76
A320278,312
A320278,393
A320278,394
A320278,506
A320278,702
A320278,725
A870438,96
A870438,118
A870438,249
A870438,277
A870438,336
A870438,373
A870438,527
A465545,89
A465545,96
A465545,459
A465545,503
A465545,572
A569794,192
A569794,265
A569794,270
A569794,612
A569794,685
A393832,43
A393832,246
A569834,27
A569834,141
A569834,488
A569834,533
A569834,615
A558854,225
A558854,361
A558854,373
A558854,382
A558854,582
A558854,614
A266990,5
A266990,19
A266990,599
A979872,178
A979872,313
A979872,549
A259604,126
A259604,185
A259604,324
A259604,420
A259604,455
A259604,476
A259604,490
A259604,572
A259604,593
A884612,47
A884612,63
A884612,67
A884612,222
A884612,435
A668549,67
A668549,117
A668549,476
A668549,521
A668549,553
A668549,662
A895981,410
A895981,521
A258808,88
A258808,246
A258808,376
A208714,34
A208714,213
A208714,348
A208714,569
A573376,200
A573376,334
A573376,438
A573376,516
A573376,546
A573376,652
A573376,671
A573376,674
A067561,25
A067561,28
A067561,494
A067561,563
A679517,159
A679517,182
A679517,280
A679517,318
A679517,401
A679517,446
A311482,97
A311482,322
A311482,325
A311482,623
A311482,660
A857062,107
A857062,110
A857062,276
A553451,10
A553451,59
A553451,129
A553451,134
A553451,383
A553451,668
A897425,126
A897425,135
A897425,260
A897425,340
A897425,469
A897425,487
A897425,515
A897425,527
A932346,82
A932346,273
A932346,315
A932346,527
A932346,603
A125118,18
A125118,141
A125118,228
A125118,244
A514724,148
A514724,201
A514724,432
A514724,451
A514724,524
A757237,9
A757237,88
A757237,284
A757237,352
A227537,200
A227537,318
A227537,616
A227537,664
A227537,723
A227537,730
A347670,249
A347670,268
A347670,483
A347670,543
A347670,560
A347670,632
A347670,661
A415410,18
A415410,228
A415410,243
A415410,251
A415410,568
A415410,716
A569012,83
A569012,90
A569012,137
A569012,145
A569012,168
A569012,179
A569012,188
A569012,197
A569012,241
A569012,434
A569012,579
A383397,246
A383397,249
A383397,355
A383397,411
A055485,273
A055485,557
A055485,559
A055485,562
A055485,701
A222597,206
A222597,477
A222597,660
A558376,516
A558376,572
A558376,576
A538561,310
A538561,411
A538561,430
A538561,449
A538561,537
A538561,641
A538561,702
A402608,57
A402608,69
A402608,77
A402608,86
A402608,147
A402608,217
A402608,330
A402608,350
A402608,364
A402608,496
A402608,515
A402608,572
A402608,580
A402608,581
A941328,26
A941328,32
A941328,194
A941328,264
A941328,470
A941328,691
A824908,15
A824908,62
A824908,102
A824908,183
A824908,201
A824908,253
A824908,254
A824908,328
A824908,446
A824908,536
A824908,537
A824908,545
A824908,590
A824908,614
A824908,618
A148200,36
A148200,143
A148200,170
A148200,316
A148200,584
A148200,715
A465825,180
A465825,295
A465825,509
A465825,570
A465825,686
A691341,141
A691341,154
A691341,226
A691341,256
A535439,36
A535439,98
A535439,114
A535439,133
A535439,268
A535439,679
A535439,683
A535439,706
A766486,49
A766486,53
A766486,110
A766486,133
A766486,143
A766486,352
A766486,643
A991068,174
A991068,315
A926652,17
A926652,147
A926652,237
A926652,360
A417202,244
A417202,256
A417202,378
A417202,388
A417202,400
A414789,282
A497813,295
A497813,526
A497813,535
A497813,542
A497813,681
A497813,692
A097735,152
A097735,234
A097735,250
A097735,258
A097735,336
A097735,362
A182684,286
A182684,366
A182684,502
A182684,529
A598796,497
A598796,533
A598796,554
A598796,696
A598796,707
A598796,711
A598796,719
A745952,107
A381672,54
A381672,265
A381672,268
A381672,302
A381672,504
A381672,546
A895328,77
A895328,92
A895328,154
A895328,442
A895328,599
A895328,630
A895328,678
A381294,177
A305643,478
A305643,719
A358517,20
A358517,45
A358517,244
A358517,459
A358517,630
A590431,142
A590431,357
A590431,528
A590431,542
A545984,199
A355019,244
A355019,276
A856071,512
A856071,668
A856071,721
A989377,32
A989377,172
A989377,525
A711466,123
A711466,209
A711466,376
A482900,444
A482900,520
A482900,730
A514241,48
A514241,103
A514241,228
A514241,282
A514241,682
A031394,530
A031394,669
A182013,85
A182013,88
A182013,122
A182013,574
A933202,170
A933202,183
A933202,200
A933202,208
A933202,211
A933202,653
A933202,655
A532714,22
A532714,46
A532714,73
A532714,545
A532714,615
A532714,716
A470466,61
A470466,197
A470466,305
A470466,453
A470466,455
A470466,464
A470466,471
A470466,494
A470466,707
A500920,26
A500920,65
A500920,98
A500920,116
A500920,219
A500920,285
A500920,340
A500920,349
A500920,363
A500920,420
A500920,478
A500920,683
A590207,151
A337347,415
A337347,517
A337347,532
A095208,81
A098731,122
A098731,148
A098731,199
A098731,295
A098731,472
A310481,63
A310481,113
A310481,121
A310481,128
A310481,423
A088842,214
A088842,271
A088842,451
A088842,487
A088842,519
A088842,633
A332252,92
A332252,106
A332252,186
A332252,216
A332252,281
A332252,390
A332252,626
A832878,473
A832878,556
A426849,209
A426849,354
A426849,622
A127134,629
A599341,225
A599341,253
A599341,254
A599341,330
A599341,557
A651507,33
A651507,192
A651507,239
A651507,418
A115560,124
A115560,191
A115560,376
A115560,551
A115560,557
A115560,606
A115560,636
A926119,60
A926119,118
A926119,131
A926119,190
A926119,274
A926119,275
A926119,335
A926119,353
A926119,364
A926119,479
A926119,487
A926119,550
A926119,686
A281591,20
A281591,98
A281591,364
A281591,381
A281591,386
A281591,730
A440010,57
A440010,80
A440010,114
A440010,194
A440010,246
A440010,348
A440010,414
A440010,633
A440010,634
A440010,643
A440010,713
A316791,166
A316791,301
A316791,418
A140947,209
A140947,271
A140947,394
A140947,550
A254454,3
A254454,20
A254454,89
A254454,98
A254454,106
A254454,123
A254454,137
A254454,145
A254454,157
A254454,163
A254454,183
A254454,201
A928449,0
A928449,106
A928449,144
A928449,189
A928449,542
A928449,554
A041506,18
A041506,286
A041506,553
A041506,580
A041506,679
A187055,11
A187055,325
A187055,343
A187055,378
A187055,433
A187055,508
A501352,188
A501352,196
A501352,346
A501352,582
A501352,606
A501352,659
A249776,236
A249776,485
A748065,9
A748065,78
A748065,87
A748065,137
A748065,160
A748065,205
A748065,231
A748065,238
A748065,322
A748065,402
A748065,420
A748065,430
A748065,435
A748065,555
A748065,568
A282186,6
A282186,474
A099178,171
A099178,212
A099178,245
A099178,288
A099178,303
A099178,304
A099178,550
A099178,583
A099178,679
A099178,703
A099178,707
A351882,580
A040716,35
A040716,102
A040716,160
A040716,209
A040716,210
A040716,247
A040716,377
A040716,631
A448558,84
A757477,62
A763721,97
A763721,113
A763721,143
A763721,230
A763721,434
A763721,467
A763721,561
A763721,580
A312402,267
A312402,336
A312402,348
A312402,511
A406665,47
A406665,84
A406665,133
A406665,286
A406665,301
A406665,321
A406665,413
A406665,454
A406665,460
A406665,469
A406665,615
A406665,727
A608867,84
A608867,116
A608867,177
A608867,289
A608867,296
A608867,305
A608867,498
A608867,511
A608867,646
A608867,647
A608867,672
A929507,6
A929507,54
A929507,371
A843782,148
A843782,163
A843782,170
A843782,277
A843782,474
A843782,628
A276767,334
A276767,367
A276767,599
A128940,152
A128940,701
A045022,62
A045022,188
A045022,238
A045022,291
A045022,306
A045022,434
A045022,570
A045022,599
A045022,601
A096235,222
A096235,263
A096235,356
A096235,358
A096235,514
A096235,523
A096235,548
A096235,690
A096235,715
A903155,47
A903155,104
A903155,333
A903155,588
A903155,647
A903155,658
A825936,208
A825936,220
A825936,336
A825936,361
A949824,20
A949824,108
A949824,296
A949824,597
A949824,668
A949824,688
A319464,389
A439420,78
A439420,294
A439420,450
A439420,515
A439420,653
A439420,663
A439420,679
A943796,9
A943796,18
A943796,322
A943796,377
A943796,380
A943796,442
A943796,451
A171932,108
A171932,183
A171932,253
A171932,254
A323187,101
A323187,210
A323187,330
A323187,511
A323187,619
A248241,132
A248241,420
A248241,657
A251038,93
A251038,340
A251038,428
A251038,447
A251038,544
A251038,610
A251038,639
A675572,67
A675572,89
A675572,135
A675572,332
A675572,361
A675572,363
A675572,513
A200763,163
A200763,497
A200763,683
A378603,62
A378603,169
A130356,80
A130356,281
A130356,285
A130356,291
A130356,294
A130356,353
A130356,381
A130356,421
A130356,432
A130356,436
A130356,458
A130356,459
A130356,464
A130356,510
A130356,527
A130356,534
A442444,75
A442444,135
A442444,266
A442444,440
A274798,213
A274798,377
A274798,648
A076238,63
A076238,353
A344737,5
A344737,10
A344737,72
A344737,79
A344737,102
A344737,110
A344737,119
A344737,141
A344737,156
A344737,209
A344737,228
A344737,231
A344737,270
A344737,483
A344737,515
A344737,564
A344737,585
A344737,602
A344737,666
A149945,6
A149945,336
A149945,342
A149945,460
A149945,473
A149945,550
A149945,576
A149945,664
A149945,669
A149945,705
A149945,729
A726632,228
A726632,374
A726632,570
A237187,515
A237187,523
A237187,544
A237187,560
A237187,683
A423331,35
A423331,87
A423331,128
A423331,198
A423331,357
A731524,8
A731524,178
A731524,474
A731524,534
A731524,665
A731524,717
A754619,112
A754619,219
A754619,252
A754619,295
A754619,317
A754619,434
A754619,461
A754619,507
A754619,639
A754619,722
A793316,109
A793316,509
A793316,510
A793316,699
A939425,85
A939425,249
A939425,261
A939425,336
A939425,692
A195806,306
A195806,320
A195806,530
A195806,606
A304384,23
A304384,129
A304384,153
A304384,444
A304384,616
A304384,658
A304384,706
A304384,712
A252155,54
A252155,262
A252155,408
A252155,431
A252155,439
A252155,559
A252155,577
A321035,56
A321035,77
A321035,85
A321035,93
A321035,108
A321035,261
A321035,326
A321035,489
A321035,521
A321035,577
A741314,71
A741314,689
A347469,42
A347469,207
A347469,385
A347469,456
A347469,515
A347469,598
A347469,623
A387214,109
A387214,439
A387214,499
A387214,601
A387214,622
A387214,653
A227156,202
A227156,435
A227156,537
A227156,561
A227156,573
A962735,66
A962735,71
A962735,117
A962735,167
A962735,172
A962735,354
A962735,616
A962735,633
A962735,656
A908935,202
A908935,232
A908935,279
A908935,325
A908935,515
A908935,657
A828318,169
A828318,357
A828318,489
A828318,504
A828318,517
A527822,21
A527822,174
A527822,210
A527822,473
A527822,483
A527822,611
A283388,16
A283388,175
A283388,327
A283388,355
A283388,371
A283388,372
A283388,417
A283388,470
A283388,475
A283388,500
A283388,565
A283388,632
A283388,649
A354676,71
A354676,178
A354676,188
A354676,191
A354676,318
A354676,327
A354676,359
A354676,382
A354676,425
A354676,588
A354676,624
A354676,629
A354676,654
A354676,659
A354676,713
A636839,50
A636839,66
A636839,77
A636839,102
A636839,218
A636839,262
A636839,365
A636839,504
A636839,655
A636839,677
A636839,729
A527041,3
A527041,18
A527041,117
A527041,172
A527041,289
A527041,392
A888278,6
A888278,132
A888278,381
A888278,589
A264534,252
A264534,255
A264534,670
A264534,685
A264534,687
A303413,32
A303413,44
A303413,333
A303413,465
A303413,615
A627951,371
A627951,413
A627951,664
A627951,665
A627951,672
A684542,91
A684542,132
A684542,168
A684542,231
A684542,232
A684542,284
A684542,508
A684542,706
A232735,29
A232735,177
A232735,191
A232735,315
A232735,319
A232735,613
A484709,125
A484709,216
A484709,356
A484709,377
A714410,25
A714410,62
A030172,152
A030172,382
A030172,503
A030172,559
A065601,375
A065601,653
A423273,260
A423273,282
A423273,363
A423273,382
A423273,566
A423273,729
A230021,634
A230021,686
A353818,38
A353818,511
A353818,554
A353818,562
A916566,43
A916566,81
A916566,122
A916566,156
A916566,302
A916566,382
A916566,399
A916566,477
A916566,596
A193240,304
A193240,341
A193240,575
A193240,656
A463848,165
A463848,588
A463848,591
A758159,163
A758159,164
A758159,186
A758159,227
A758159,235
A758159,271
A579152,1
A579152,72
A579152,208
A579152,454
A579152,492
A579152,507
A579152,574
A579152,662
A868807,28
A868807,92
A868807,112
A868807,157
A868807,322
A868807,591
A868807,658
A842104,294
A842104,302
A842104,361
A842104,419
A842104,573
A842104,708
A887804,73
A887804,76
A887804,98
A887804,105
A887804,189
A887804,207
A887804,278
A887804,388
A887804,428
A887804,445
A308008,250
A308008,322
A308008,468
A308008,482
A308008,591
A308008,657
A385212,320
A385212,685
A283900,101
A283900,192
A283900,215
A283900,335
A283900,521
A283900,530
A283900,605
A283900,606
A283900,640
A283900,644
A749955,294
A749955,328
A749955,347
A749955,461
A749955,471
A749955,670
A749955,680
A749955,707
A749955,726
A156242,100
A156242,690
A253567,96
A253567,223
A253567,542
A253567,707
A906639,474
A906639,588
A906639,589
A906639,668
A801976,108
A801976,163
A801976,209
A801976,227
A801976,230
A801976,553
A801976,559
A904238,135
A904238,253
A904238,254
A904238,356
A904238,363
A904238,565
A904238,567
A401233,18
A401233,52
A401233,233
A401233,336
A401233,656
A562994,56
A562994,59
A562994,339
A562994,659
A464806,18
A464806,174
A464806,269
A464806,332
A464806,356
A464806,383
A464806,477
A464806,529
A464806,599
A210755,144
A210755,159
A210755,349
A210755,392
A210755,397
A210755,482
A210755,581
A210755,714
A210755,719
A238559,102
A238559,234
A238559,371
A238559,379
A856385,41
A856385,53
A856385,324
A856385,345
A856385,416
A856385,471
A856385,629
A284566,50
A284566,554
A284566,685
A641582,52
A641582,131
A641582,187
A600609,108
A600609,371
A600609,453
A600609,476
A600609,502
A600609,530
A600609,537
A415700,96
A415700,177
A415700,225
A246999,106
A246999,308
A246999,331
A246999,441
A724132,73
A724132,74
A724132,186
A724132,306
A724132,314
A724132,669
A479152,212
A479152,237
A479152,423
A479152,428
A479152,631
A312525,14
A312525,205
A312525,210
A312525,221
A312525,242
A312525,509
A250298,35
A250298,61
A250298,80
A250298,212
A250298,237
A250298,252
A250298,266
A250298,314
A250298,351
A250298,379
A250298,403
A250298,574
A250298,707
A138310,320
A138310,458
A445499,66
A445499,342
A445499,483
A445499,653
A575446,162
A575446,237
A575446,410
A575446,495
A575446,534
A575446,591
A575446,669
A461658,302
A461658,432
A461658,445
A461658,533
A461658,571
A461658,620
A584635,174
A584635,245
A584635,246
A584635,252
A584635,339
A584635,417
A584635,464
A584635,517
A584635,560
A584635,709
A368918,30
A368918,193
A368918,195
A368918,242
A368918,249
A368918,633
A368918,694
A796015,320
A221326,100
A221326,359
A221326,466
A221326,511
A221326,590
A770014,213
A770014,252
A770014,373
A770014,662
A458157,356
A458157,365
A458157,366
A458157,379
A458157,385
A458157,536
A829777,177
A829777,256
A829777,426
A829777,438
A829777,637
A315166,149
A315166,315
A315166,364
A315166,365
A315166,656
A315166,700
A319737,76
A319737,168
A319737,502
A319737,555
A795256,19
A795256,94
A795256,162
A795256,166
A795256,389
A795256,420
A795256,669
A795256,670
A573272,26
A573272,324
A573272,386
A573272,520
A573272,552
A573272,635
A812733,15
A812733,51
A812733,677
A261160,17
A261160,472
A261160,500
A261160,696
A261160,703
A261160,709
A261160,710
A391142,163
A391142,362
A391142,386
A391142,574
A744243,9
A744243,76
A744243,86
A744243,142
A744243,195
A744243,225
A744243,247
A744243,266
A744243,426
A744243,450
A744243,517
A744243,582
A744243,628
A744243,719
A262568,121
A262568,217
A262568,340
A262568,344
A262568,451
A262568,495
A262568,498
A262568,564
A262568,711
A262568,713
A030233,35
A030233,106
A371634,83
A371634,629
A507289,67
A507289,262
A507289,312
A507289,410
A507289,414
A507289,419
A507289,426
A507289,542
A507289,557
A507289,616
A507289,640
A849919,54
A849919,240
A849919,399
A849919,465
A849919,471
A726409,221
A726409,291
A726409,293
A726409,320
A726409,524
A200310,40
A200310,100
A200310,221
A200310,390
A200310,411
A200310,429
A200310,466
A200310,525
A200310,630
A671021,76
A671021,115
A671021,266
A671021,515
A671021,644
A154291,69
A154291,484
A154291,545
A154291,721
A584670,106
A584670,157
A584670,360
A584670,404
A584670,492
A861305,86
A861305,436
A035286,261
A035286,266
A035286,491
A395241,250
A395241,669
A395241,677
A345295,24
A345295,96
A660460,442
A660460,512
A288356,167
A288356,268
A288356,314
A288356,522
A288356,565
A288356,659
A288356,668
A288356,724
A524528,132
A524528,435
A524528,472
A382675,317
A757331,28
A757331,35
A757331,38
A757331,126
A757331,131
A757331,280
A757331,530
A757331,632
A757331,711
A643968,127
A643968,156
A643968,192
A643968,279
A643968,414
A643968,496
A643968,511
A643968,661
A211225,123
A211225,150
A211225,294
A211225,460
A211225,472
A211225,573
A211225,623
A211225,666
A103868,74
A103868,105
A103868,338
A103868,342
A103868,386
A103868,408
A103868,439
A103868,463
A103868,653
A713446,138
A713446,201
A713446,542
A713446,674
A166926,265
A166926,431
A166926,663
A166926,702
A673622,80
A673622,102
A673622,177
A673622,307
A245800,348
A245800,353
A245800,649
A233757,580
A233757,597
A463508,59
A463508,62
A463508,104
A463508,194
A463508,199
A463508,452
A463508,660
A437714,186
A437714,244
A437714,270
A437714,418
A437714,458
A437714,498
A437714,508
A437714,529
A437714,545
A437714,616
A437714,645
A286874,61
A286874,74
A286874,165
A286874,201
A286874,230
A286874,318
A286874,389
A286874,435
A286874,603
A477228,322
A477228,350
A477228,439
A477228,475
A477228,670
A097181,4
A097181,65
A097181,177
A097181,332
A097181,377
A097181,545
A097181,642
A221158,23
A221158,660
A473072,18
A473072,108
A473072,211
A473072,259
A473072,434
A473072,438
A473072,483
A473072,615
A818076,144
A818076,209
A818076,210
A818076,212
A818076,294
A818076,413
A818076,476
A818076,626
A152340,0
A152340,21
A152340,29
A152340,62
A152340,71
A152340,104
A152340,156
A152340,265
A152340,282
A152340,343
A152340,576
A152340,584
A152340,694
A338868,82
A338868,103
A338868,147
A338868,166
A338868,188
A338868,218
A338868,288
A338868,342
A338868,578
A968343,30
A968343,34
A968343,79
A968343,130
A968343,157
A968343,168
A968343,181
A968343,329
A968343,333
A968343,380
A968343,409
A968343,426
A968343,483
A968343,521
A968343,530
A968343,725
A987757,28
A987757,49
A987757,152
A987757,188
A987757,218
A987757,219
A987757,272
A987757,273
A987757,281
A987757,333
A987757,365
A987757,664
A314100,64
A314100,90
A314100,310
A314100,374
A314100,394
A314100,438
A314100,623
A523335,27
A523335,270
A523335,292
A523335,317
A523335,507
A523335,546
A523335,622
A410324,18
A410324,41
A410324,151
A410324,286
A410324,463
A410324,476
A410324,543
A410324,614
A141880,80
A141880,85
A141880,328
A141880,400
A141880,425
A141880,449
A141880,490
A141880,593
A141880,679
A949101,86
A949101,102
A949101,157
A949101,218
A949101,373
A949101,540
A949101,542
A949101,548
A949101,607
A949101,627
A949101,651
A949101,656
A553196,223
A553196,300
A553196,304
A553196,435
A553196,568
A553196,570
A553196,585
A553196,661
A553196,725
A214720,7
A214720,26
A214720,314
A214720,345
A214720,550
A214720,610
A214720,612
A214720,625
A214720,668
A214720,687
A804715,33
A804715,106
A804715,116
A804715,184
A804715,280
A804715,292
A804715,372
A804715,397
A804715,459
A804715,487
A804715,580
A804715,604
A599676,73
A599676,92
A599676,97
A599676,168
A599676,305
A599676,491
A599676,574
A599676,578
A599676,635
A599676,716
A522012,250
A522012,303
A522012,353
A522012,372
A522012,375
A522012,593
A522012,610
A522012,677
A522012,716
A637738,102
A637738,149
A637738,154
A637738,205
A637738,336
A637738,388
A637738,394
A637738,431
A637738,500
A637738,501
A637738,537
A934080,70
A934080,230
A934080,394
A934080,570
A934080,643
A603413,62
A603413,121
A603413,221
A603413,432
A603413,456
A603413,628
A603413,631
A603413,718
A390553,40
A390553,187
A390553,286
A390553,449
A390553,567
A602194,134
A602194,384
A602194,395
A602194,398
A602194,425
A602194,431
A602194,600
A602194,617
A396638,38
A396638,47
A396638,70
A396638,74
A396638,198
A396638,366
A396638,435
A396638,476
A396638,592
A396638,614
A396638,624
A396638,635
A396638,666
A396638,684
A396638,704
A396638,712
A396638,725
A634406,28
A634406,343
A634406,384
A634406,434
A634406,450
A634406,554
A634406,602
A634406,660
A634406,666
A634406,668
A463398,80
A463398,131
A463398,154
A463398,247
A463398,326
A463398,384
A463398,469
A463398,556
A463398,621
A463398,668
A463398,676
A463398,714
A613089,16
A613089,56
A613089,84
A613089,183
A613089,329
A613089,375
A613089,385
A613089,420
A613089,432
A613089,439
A613089,589
A613089,604
A613089,615
A613089,644
A613089,690
A613089,697
A613089,698
A109202,48
A109202,58
A109202,215
A109202,223
A109202,657
A109202,697
A302502,19
A302502,24
A302502,157
A302502,176
A302502,190
A302502,192
A302502,460
A302502,497
A302502,590
A302502,591
A302502,642
A931417,4
A931417,31
A931417,114
A931417,125
A931417,510
A931417,635
A931417,718
A931417,719
A888632,47
A888632,137
A888632,146
A888632,256
A888632,298
A888632,352
A888632,467
A888632,505
A344531,72
A344531,142
A344531,188
A344531,203
A344531,235
A344531,389
A344531,408
A344531,437
A344531,471
A344531,543
A344531,588
A344531,642
A873077,25
A873077,113
A873077,144
A873077,168
A873077,432
A873077,436
A873077,489
A873077,730
A497012,14
A497012,44
A497012,147
A497012,235
A497012,317
A497012,326
A497012,551
A497012,575
A497012,728
A990953,78
A990953,193
A990953,200
A990953,203
A990953,217
A990953,353
A990953,358
A990953,398
A089124,46
A089124,218
A089124,379
A089124,390
A089124,510
A089124,528
A089124,637
A089124,665
A089124,670
A089124,698
A089124,702
A733174,80
A733174,91
A733174,98
A733174,154
A733174,252
A733174,290
A733174,291
A733174,419
A733174,454
A733174,478
A733174,485
A733174,546
A733174,604
A317141,39
A317141,59
A317141,69
A317141,102
A317141,121
A317141,147
A317141,227
A317141,245
A317141,339
A317141,385
A317141,397
A317141,554
A317141,561
A317141,577
A426175,240
A426175,319
A426175,435
A426175,451
A426175,471
A426175,554
A426175,563
A426175,570
A426175,628
A426175,668
A293538,238
A293538,352
A293538,513
A293538,574
A932794,220
A932794,285
A932794,337
A932794,379
A932794,380
A932794,394
A932794,421
A932794,458
A932794,464
A932794,497
A932794,533
A446813,20
A446813,61
A446813,108
A446813,153
A446813,304
A446813,343
A446813,408
A446813,409
A446813,420
A446813,442
A446813,527
A446813,639
A446813,670
A446813,697
A134154,26
A134154,31
A134154,156
A134154,426
A134154,483
A134154,492
A134154,504
A134154,616
A134154,630
A134154,667
A722414,40
A722414,62
A722414,94
A722414,261
A722414,265
A722414,303
A722414,383
A722414,393
A722414,474
A722414,527
A722414,682
A337108,32
A337108,375
A337108,416
A337108,419
A337108,506
A337108,529
A337108,628
A337108,720
A700425,28
A700425,34
A700425,100
A700425,227
A700425,281
A700425,408
A700425,443
A700425,559
A700425,676
A700425,712
A832062,94
A832062,97
A832062,174
A832062,212
A832062,254
A832062,391
A832062,614
A832062,646
A832062,647
