Asset,Time,Use
A546573,204,29306.376070026166
A546573,236,29443.211890056617
A546573,299,29792.44957998507
A546573,314,29866.848586611435
A546573,392,30134.68501046634
A546573,579,30862.628232163497
A701579,23,28537.586334887084
A701579,111,28836.349404633736
A701579,295,29540.951761506934
A701579,304,29554.08099797041
A701579,383,29782.82147324519
A701579,466,30158.901157721193
A701579,532,30347.962162795247
A701579,649,30802.525505241807
A399862,8,28404.54340539053
A399862,15,28420.298489146702
A399862,28,28451.808656659043
A399862,30,28461.436763398928
A399862,76,28655.16594143777
A399862,120,28823.803689790857
A399862,121,28828.47186275565
A399862,186,29080.844963664684
A399862,212,29146.782906792363
A399862,216,29161.079186497034
A399862,263,29304.91726597467
A399862,330,29447.880063021406
A399862,355,29589.384056016646
A399862,367,29614.7672465127
A399862,393,29726.219876047093
A399862,581,30155.9835496182
A399862,604,30213.168668436894
A399862,647,30309.741496646016
A399862,648,30312.367343938713
A175822,23,28574.931718605418
A175822,112,28979.60396249077
A175822,275,29560.499735797
A175822,360,29872.975563627722
A175822,361,29907.69510005336
A175822,382,29927.82659596402
A175822,477,30303.03099800913
A175822,487,30311.49206150781
A175822,488,30315.284952041708
A175822,533,30396.394457304956
A175822,534,30401.06263026975
A175822,539,30407.773128906636
A175822,550,30434.031601833587
A175822,551,30437.53273155718
A175822,552,30439.575057229278
A175822,567,30474.29459365491
A175822,571,30487.13206930809
A175822,572,30489.757916600785
A175822,574,30497.05193685827
A175822,583,30529.72914761181
A175822,639,30669.482575745253
A175822,676,30740.380452648023
A295488,42,28392.581212168254
A295488,113,28694.553650828195
A295488,174,28985.14741788646
A295488,195,28998.276654349935
A295488,217,29094.849482559057
A295488,312,29520.528504785972
A295488,393,29875.309650110117
A295488,407,29933.95357298031
A295488,481,30324.91305878159
A295488,492,30356.42322629393
A295488,494,30357.882030345427
A295488,586,30769.264772867667
A295488,671,31082.32412231899
A295488,672,31086.408773663185
A295488,721,31276.345061168133
A682501,33,28632.40859823441
A682501,220,29350.723713191685
A682501,238,29422.205111715055
A682501,238,29422.788633335655
A682501,298,29698.210838258343
A682501,300,29705.504858515833
A682501,400,29998.432712056492
A682501,584,30716.456066203467
A682501,587,30728.126498615446
A682501,706,31174.81229918392
A746307,55,28681.13265355442
A746307,58,28691.344281914902
A746307,110,28875.737114024163
A746307,230,29280.701118719815
A746307,237,29283.61872682281
A746307,329,29702.879011223136
A746307,384,29897.191710882576
A746307,419,30027.608793086438
A746307,433,30074.87404435495
A746307,435,30083.335107853633
A746307,485,30323.74601554039
A746307,498,30345.91983712315
A746307,506,30347.962162795247
A746307,506,30348.253923605545
A746307,513,30368.093658705908
A746307,603,30802.23374443151
A746307,608,30815.362980894985
A746307,676,31088.451099335278
A327882,31,28184.55575442474
A327882,116,28543.129790282776
A327882,122,28563.26128619344
A327882,124,28570.555306450926
A327882,146,28658.375310351064
A327882,202,28921.54356124118
A327882,207,28943.717382823936
A327882,214,28967.350008458194
A327882,227,29021.909279984193
A327882,249,29121.98323791691
A327882,307,29398.572486080797
A327882,308,29403.24065904559
A327882,404,29778.153300280395
A327882,473,30079.54221731974
A327882,476,30081.001021371238
A327882,489,30132.059163173642
A327882,537,30277.939568323374
A327882,585,30403.688477562442
A327882,639,30668.315532504053
A327882,670,30790.85507282983
A327882,670,30791.43859445043
A251480,54,28465.22965393282
A251480,55,28469.022544466712
A251480,72,28557.71783079775
A251480,125,28830.222427617446
A251480,135,28860.85731269889
A251480,225,29306.376070026166
A251480,225,29307.251352457068
A251480,234,29325.632283505933
A251480,320,29729.429244960385
A251480,335,29762.106455713925
A251480,347,29807.037620500043
A251480,413,30046.573245755902
A251480,413,30047.156767376502
A251480,505,30400.47910864915
A251480,505,30402.229673510945
A251480,586,30707.703241894484
A251480,595,30721.415999978555
A251480,597,30729.001781046343
A251480,613,30783.269291762044
A100046,19,28384.120148669568
A100046,19,28384.120148669568
A100046,88,28660.70939683346
A100046,109,28731.899034546528
A100046,111,28738.317772373117
A100046,125,28793.168804709414
A100046,200,29153.785166239548
A100046,239,29307.251352457068
A100046,298,29527.82252504346
A100046,298,29529.573089905254
A100046,435,30076.332848406448
A100046,442,30106.38421186729
A100046,477,30218.712123832585
A100046,519,30405.14728161394
A100046,556,30567.65805295074
A100046,663,30752.9261674909
A100046,677,30779.47640122815
A026097,21,28344.73243927914
A026097,200,28952.76196794322
A026097,292,29336.71919429731
A026097,300,29341.387367262105
A026097,354,29543.28584798933
A026097,373,29633.731699182164
A026097,385,29635.19050323366
A026097,559,30378.01352625609
A026097,560,30382.389938410583
A026097,567,30409.231932958133
A026097,570,30410.69073700963
A607690,29,28725.48029671994
A607690,135,29292.66331194209
A607690,135,29293.538594372993
A607690,142,29310.168960560062
A607690,230,29689.45801394936
A607690,230,29690.04153556996
A607690,383,30234.758968399055
A607690,393,30254.890464309716
A607690,394,30258.099833223012
A607690,484,30627.76077987243
A607690,547,30786.18689986504
A607690,556,30808.360721447796
A607690,575,30870.505774041583
A607690,576,30874.006903765174
A607690,601,30936.73547797956
A607690,704,31279.846190891727
A203444,27,28655.45770224807
A203444,28,28658.667071161362
A203444,39,28713.22634268736
A203444,131,29071.5086177351
A203444,169,29156.411013532244
A203444,220,29314.837133524852
A203444,225,29335.552151056112
A203444,229,29337.59447672821
A203444,299,29643.651566732344
A203444,302,29646.27741402504
A203444,399,29905.94453519156
A203444,405,29907.69510005336
A203444,494,30246.137640000732
A203444,494,30247.59644405223
A203444,498,30253.72342106852
A203444,515,30292.527608838347
A203444,553,30467.000573397425
A203444,567,30535.5643638178
A203444,590,30602.377589376378
A919406,3,28413.587990509815
A919406,5,28414.75503375101
A919406,19,28434.303008041075
A919406,19,28434.303008041075
A919406,96,28678.506806261725
A919406,189,29023.95160565629
A919406,242,29264.946034963643
A919406,262,29325.34052269563
A919406,277,29339.928563210608
A919406,377,29708.714227429125
A919406,461,29969.840152647143
A919406,463,29976.25889047373
A919406,477,30014.479556622962
A919406,484,30022.35709850105
A919406,519,30139.06142262083
A919406,572,30298.946346664936
A919406,578,30318.786081765298
A919406,651,30615.21506502955
A919406,714,30849.79075651032
A483931,36,28790.83471822702
A483931,38,28800.4628249669
A483931,80,28985.43917869676
A483931,128,29187.045898613687
A483931,173,29401.198333373493
A483931,173,29402.65713742499
A483931,220,29530.740133146453
A483931,349,30106.092451056993
A483931,369,30202.665279266115
A483931,390,30275.897242651277
A483931,404,30345.044554692253
A483931,504,30765.471882333775
A483931,589,31092.82751148977
A483931,589,31093.99455473097
A483931,646,31327.69496378084
A483931,646,31327.69496378084
A876599,29,28519.78892545882
A876599,64,28642.036704974293
A876599,116,28826.429537083553
A876599,207,29206.59387290375
A876599,213,29229.934737727708
A876599,269,29467.42803731147
A876599,286,29569.836081726582
A876599,304,29617.684854615694
A876599,395,30071.956436251956
A876599,431,30200.03943197342
A876599,583,30798.149093087315
A876599,672,31065.11023451132
A714385,87,28418.547924284907
A714385,176,28843.35166408092
A714385,268,29145.615863551164
A714385,306,29264.946034963643
A714385,367,29438.835477902125
A714385,429,29719.217616599904
A714385,439,29745.184328716558
A714385,453,29792.74134079537
A714385,521,30148.397768550414
A714385,530,30168.529264461078
A714385,636,30585.455462379006
A714385,637,30588.664831292303
A519501,27,28532.626401111997
A519501,111,28828.47186275565
A519501,114,28840.434055977927
A519501,115,28843.643424891223
A519501,201,29273.11533765203
A519501,204,29284.20224844341
A519501,275,29585.591165482754
A519501,397,30120.972252382264
A519501,397,30121.264013192565
A519501,486,30449.494924779458
A519501,536,30686.40470274262
A519501,575,30858.543580819303
A519501,719,31341.99124348551
A519501,729,31382.545996117136
A409646,51,28298.342470441527
A409646,52,28301.84360016512
A409646,143,28670.629264383642
A409646,206,28977.269876008373
A409646,233,28985.73093950706
A409646,235,28991.566155713048
A409646,416,29797.70127457046
A409646,422,29821.333900204718
A409646,515,30155.400027997603
A409646,520,30157.150592859398
A409646,521,30162.11052663449
A409646,607,30483.047417963895
A409646,608,30485.96502606689
A409646,609,30489.174394980186
A409646,619,30525.936257077916
A409646,620,30530.312669232408
A544554,38,28414.75503375101
A544554,220,29246.27334310448
A544554,221,29249.482712017772
A544554,250,29372.897534774445
A544554,269,29442.044846815417
A544554,292,29512.650962907886
A544554,312,29624.39535325258
A544554,406,29992.013974229903
A544554,421,30043.655637652908
A544554,484,30265.1020926702
A544554,485,30267.727939962893
A544554,594,30570.575661053736
A544554,594,30570.867421864034
A544554,682,30915.728699638
A027505,73,28776.538438522344
A027505,74,28781.790133107737
A027505,131,29096.016525800256
A027505,164,29268.447164687237
A027505,257,29716.59176930721
A027505,257,29717.17529092781
A027505,257,29717.46705173811
A027505,287,29827.460877221005
A027505,377,30088.295041628724
A027505,431,30301.86395476793
A027505,436,30315.576712852006
A027505,436,30315.576712852006
A027505,438,30316.743756093205
A027505,466,30387.349872185674
A027505,554,30729.001781046343
A027505,623,31021.346112966403
A027505,719,31358.329848862282
A072112,22,28699.805345413588
A072112,23,28704.473518378378
A072112,50,28817.968473584868
A072112,144,29287.9951389773
A072112,175,29416.078134698764
A072112,185,29434.16730493733
A072112,239,29617.684854615694
A072112,304,29889.605929814792
A072112,313,29903.610448709165
A072112,421,30289.026479114753
A072112,497,30629.803105544524
A072112,515,30704.20211217089
A072112,526,30740.088691837722
A072112,601,31035.350631860776
A072112,602,31039.727044015268
A392910,28,28899.07797884812
A392910,99,29099.51765552385
A392910,120,29233.144106641004
A392910,128,29273.99062008293
A392910,142,29312.211286232156
A392910,210,29590.842860068144
A392910,210,29591.426381688743
A392910,216,29608.34850868611
A392910,299,29837.964266391788
A392910,386,30262.476245377504
A392910,484,30742.422778320117
A392910,541,30987.793619781965
A392910,542,30991.586510315858
A392910,544,31001.50637786604
A392910,546,31009.675680554425
A392910,558,31049.06338994485
A392910,570,31108.874356056243
A392910,597,31221.202268021534
A392910,713,31747.247008991464
A392910,729,31782.841827848
A085068,5,28399.87523242574
A085068,38,28465.81317555342
A085068,47,28471.64839175941
A085068,149,28791.41823984762
A085068,228,29173.333140529612
A085068,237,29217.389022884832
A085068,286,29398.2807252705
A085068,287,29403.24065904559
A085068,317,29522.862591268367
A085068,341,29638.399872146954
A085068,382,29796.825992139562
A085068,410,29929.868921636116
A085068,424,29983.84467154152
A085068,507,30346.21159793345
A085068,597,30593.041243446794
A085068,598,30595.95885154979
A085068,699,30977.290230611183
A948155,56,28978.145158439274
A948155,76,29049.334796152343
A948155,144,29299.08204976868
A948155,155,29340.220324020906
A948155,234,29677.78758153738
A948155,337,30132.350923983944
A948155,342,30140.22846586203
A948155,419,30468.459377448922
A948155,420,30471.66874636222
A948155,425,30493.259046324376
A948155,508,30812.737133602288
A948155,513,30832.285107892352
A948155,519,30850.082517320618
A948155,604,31271.38512739304
A028544,61,28290.173167753142
A028544,142,28551.29909297116
A028544,144,28558.301352418348
A028544,242,28862.899638370985
A028544,429,29605.139139772815
A028544,441,29645.985653214742
A028544,470,29753.061870594644
A028544,512,29903.610448709165
A028544,523,29905.652774381262
A028544,543,29980.927063438525
A028544,608,30177.57384958036
A465778,127,29156.994535152844
A465778,177,29409.951157682477
A465778,393,30233.883685968158
A465778,404,30281.14893723667
A465778,491,30530.896190853007
A465778,509,30591.582439395297
A465778,587,30935.56843473836
A465778,730,31515.00540399309
A935231,60,28537.586334887084
A935231,73,28568.51298077883
A935231,75,28577.265805087813
A935231,103,28731.607273736226
A935231,113,28734.816642649523
A935231,151,28886.82402481554
A935231,164,28945.176186875433
A935231,183,28960.055988200707
A935231,244,29086.096658250073
A935231,346,29460.425777864282
A935231,429,29775.819213798
A935231,435,29783.696755676086
A935231,523,30111.344145642383
A935231,556,30248.76348729343
A935231,561,30265.3938534805
A935231,576,30304.198041250325
A935231,614,30384.140503272378
A394518,61,28842.76814246032
A394518,65,28858.81498702679
A394518,99,28993.024959764545
A394518,244,29493.97827104872
A394518,245,29499.229965634113
A394518,342,29980.343541817925
A394518,379,30160.651722582992
A394518,426,30253.13989944792
A394518,521,30612.58921773686
A394518,609,31014.927375139814
A394518,709,31307.855228680473
A120931,18,28107.23913969538
A120931,55,28239.990308381635
A120931,147,28614.027667185546
A120931,171,28721.687406186047
A120931,239,29011.98941243401
A120931,318,29380.48331584223
A120931,318,29380.48331584223
A120931,338,29471.512688655665
A120931,411,29816.373966429626
A120931,417,29840.298352874182
A120931,425,29872.975563627722
A120931,434,29897.191710882576
A120931,495,30129.141555070648
A120931,575,30488.590873359586
A120931,597,30584.28841913781
A120931,597,30584.58017994811
A120931,602,30606.75400153087
A120931,615,30638.84769066381
A120931,619,30641.181777146205
A120931,628,30658.687425764172
A120931,628,30659.27094738477
A499073,61,28489.154040377376
A499073,62,28491.77988767007
A499073,155,28891.783958590633
A499073,185,28944.300904444535
A499073,228,29088.430744732468
A499073,245,29142.40649463787
A499073,290,29304.333744354073
A499073,352,29538.03415340394
A499073,389,29677.204059916785
A499073,390,29680.996950450677
A499073,396,29689.45801394936
A499073,428,29804.12001239705
A499073,452,29901.27636222677
A499073,453,29905.94453519156
A499073,492,30096.464344317108
A499073,492,30096.75610512741
A499073,525,30211.126342764797
A499073,528,30214.62747248839
A499073,531,30216.378037350187
A499073,533,30223.963818417975
A499073,547,30265.977375101098
A499073,555,30290.77704397655
A499073,557,30298.654585854638
A499073,572,30352.33857494974
A499073,595,30434.906884264485
A499073,599,30443.65970857347
A499073,602,30452.704293692754
A499073,603,30455.913662606046
A499073,612,30484.214461205094
A499073,613,30486.54854768749
A499073,630,30516.599911148336
A499073,632,30522.435127354325
A994967,56,28241.74087324343
A994967,89,28338.897223073152
A994967,219,28932.922232842855
A994967,237,29013.15645567521
A994967,245,29039.123167791862
A994967,245,29039.41492860216
A994967,247,29047.584231290544
A994967,316,29330.592217281024
A994967,429,29866.265064990836
A994967,522,30170.863350943473
A994967,611,30561.822836744752
A994967,646,30656.353339281777
A994967,692,30764.888360713176
A996549,58,28987.773265179156
A996549,122,29310.168960560062
A996549,149,29388.652618530617
A996549,241,29772.609844884708
A996549,242,29777.5697786598
A996549,412,30546.35951379888
A996549,431,30633.30423526812
A996549,432,30636.513604181415
A996549,432,30637.09712580201
A996549,521,31046.43754265216
A996549,548,31188.816818078296
A996549,549,31194.068512663685
A996549,607,31374.960215049352
A996549,687,31718.362688771816
A901442,36,28310.888185284406
A901442,37,28315.264597438898
A901442,39,28321.975096075785
A901442,55,28393.748255409453
A901442,104,28652.831854955373
A901442,148,28855.0220964929
A901442,166,28904.62143424381
A901442,229,29053.127686686235
A901442,239,29096.600047420856
A901442,241,29105.644632540138
A901442,282,29317.171220007247
A901442,368,29565.16790876179
A901442,395,29635.48226404396
A901442,399,29650.362065369234
A901442,422,29684.78984098457
A901442,604,30290.77704397655
A901442,711,30751.1756026291
A898656,68,28152.170304481497
A898656,70,28158.589042308085
A898656,134,28389.08008244466
A898656,150,28446.848722883955
A898656,215,28747.3623574924
A898656,241,28860.85731269889
A898656,260,28899.369739658418
A898656,340,29260.861383619453
A898656,342,29269.030686307837
A898656,426,29297.915006527484
A898656,440,29334.385107814916
A898656,485,29534.241262870048
A898656,486,29536.575349352443
A898656,514,29607.18146544491
A898656,551,29781.36266919369
A898656,598,29963.713175630855
A898656,603,29983.26114992092
A898656,649,30174.656241477365
A898656,649,30175.239763097965
A898656,657,30198.288867111623
A898656,679,30275.31372103068
A898656,701,30352.046814139438
A898656,716,30396.977978925555
A751052,68,28106.655618074783
A751052,77,28110.156747798374
A751052,250,28958.01366252861
A751052,348,29244.52277824268
A751052,433,29486.976011601535
A751052,433,29486.976011601535
A751052,616,30208.792256282402
A751052,618,30215.79451572959
A320278,68,28537.00281326649
A320278,241,29041.165493463955
A320278,242,29044.66662318755
A320278,319,29364.72823208606
A320278,366,29497.187639962016
A320278,397,29604.263857341917
A320278,409,29666.117149125403
A320278,427,29750.72778411225
A320278,427,29751.31130573285
A320278,470,29933.37005135971
A320278,514,30055.909591685486
A320278,571,30229.507273813666
A320278,609,30368.38541951621
A320278,680,30495.593132806775
A320278,704,30597.417655601286
A320278,727,30648.184036593393
A870438,65,28810.67445332738
A870438,107,29019.866954312096
A870438,120,29092.515396076662
A870438,163,29209.219720196448
A870438,248,29643.651566732344
A870438,250,29652.987912661927
A870438,277,29775.819213798
A870438,378,30041.02979036021
A870438,388,30083.335107853633
A870438,433,30193.03717252623
A870438,462,30318.786081765298
A870438,525,30526.811539508817
A870438,550,30621.05028123554
A870438,617,30853.583647044212
A465545,65,28457.060351244436
A465545,92,28584.268064535
A465545,98,28585.7268685865
A465545,189,28975.519311146578
A465545,252,29227.308890435015
A465545,253,29231.101780968907
A465545,342,29658.239607247317
A465545,347,29672.53588695199
A465545,347,29673.41116938289
A465545,427,30024.39942417314
A465545,505,30341.251664158357
A465545,520,30417.10947483622
A465545,520,30417.401235646517
A465545,609,30771.598859350062
A465545,686,31098.079206075163
A569794,62,28409.50333916562
A569794,149,28875.737114024163
A569794,194,29077.05207313079
A569794,202,29114.39745684912
A569794,240,29215.638458023033
A569794,242,29224.39128233202
A569794,267,29337.30271591791
A569794,343,29401.198333373493
A569794,437,29763.565259765423
A569794,515,30112.80294969388
A569794,606,30450.370207210355
A569794,606,30451.245489641256
A569794,614,30486.84030849779
A569794,619,30504.637717926056
A569794,620,30507.847086839352
A569794,627,30531.771473283905
A569794,688,30696.908091913403
A569794,725,30788.520986347434
A393832,70,28541.96274704158
A393832,74,28554.800222694754
A393832,93,28668.586938711545
A393832,162,28908.1225639674
A393832,250,29158.74510001464
A393832,433,29633.731699182164
A393832,434,29637.23282890576
A393832,435,29639.85867619845
A393832,435,29640.150437008753
A393832,435,29640.44219781905
A393832,526,30073.12347949315
A393832,621,30380.347612738486
A569834,35,28388.204800013762
A569834,76,28575.807001036315
A569834,170,28861.14907350919
A569834,199,29006.445957038322
A569834,262,29224.09952152172
A569834,452,29989.971648557806
A569834,494,30127.974511829452
A569834,494,30127.974511829452
A569834,617,30506.096521977553
A569834,636,30561.53107593445
A558854,71,28683.758500847118
A558854,72,28688.718434622206
A558854,164,29126.6514108817
A558854,232,29334.676868625214
A558854,257,29439.127238712423
A558854,270,29474.43029675866
A558854,368,29906.81981762246
A558854,373,29925.492509481624
A558854,383,29966.33902292355
A558854,386,29977.42593371493
A558854,442,30102.5913213334
A558854,549,30504.054196305457
A558854,587,30590.998917774697
A558854,589,30597.125894790985
A558854,618,30670.94137979675
A558854,618,30672.10842303795
A558854,632,30735.12875806263
A266990,7,28171.13475715096
A266990,20,28228.903397590257
A266990,79,28527.082945716305
A266990,262,29194.631679681475
A266990,360,29526.65548180226
A266990,451,29929.285400015517
A266990,606,30465.541769345928
A266990,637,30588.373070482
A266990,651,30634.471278509318
A979872,61,27991.993619627094
A979872,77,28081.564188389028
A979872,87,28124.744788313346
A979872,159,28352.31822034693
A979872,185,28395.790581081546
A979872,243,28690.760760294303
A979872,322,29045.541905618447
A979872,334,29066.54868396001
A979872,425,29417.245177939963
A979872,433,29437.084913040326
A979872,443,29470.637406224763
A979872,443,29471.220927845363
A979872,518,29784.572038106984
A979872,519,29789.823732692377
A979872,650,30337.458773624465
A979872,706,30565.907488088942
A259604,40,28414.171512130415
A259604,84,28617.82055771944
A259604,84,28618.987600960634
A259604,127,28808.04860603469
A259604,170,28934.381036894352
A259604,187,28974.935789525978
A259604,188,28979.60396249077
A259604,263,29345.763779416597
A259604,423,29878.22725821311
A259604,431,29907.986860863657
A259604,448,30000.766798538887
A259604,477,30106.38421186729
A259604,507,30203.83232250731
A259604,573,30519.51751925133
A259604,596,30583.99665832751
A259604,631,30694.865766241306
A884612,49,28363.988652758908
A884612,51,28370.990912206093
A884612,71,28444.514636401556
A884612,163,28832.55651409984
A884612,224,29139.197125724575
A884612,230,29162.53799054853
A884612,257,29284.494009253707
A884612,356,29767.066389489017
A884612,419,30003.39264583158
A884612,438,30092.087932162616
A884612,558,30538.773732731093
A884612,623,30668.607293314355
A884612,656,30707.411481084182
A668549,53,28572.597632123023
A668549,77,28627.44866445932
A668549,171,29098.64237309295
A668549,240,29441.75308600512
A668549,242,29450.505910314103
A668549,255,29510.31687642549
A668549,262,29530.156611525854
A668549,264,29540.076479076037
A668549,265,29543.57760879963
A668549,365,29947.374570254084
A668549,365,29947.374570254084
A668549,457,30326.371862833086
A668549,458,30332.207079039075
A668549,508,30493.259046324376
A668549,509,30497.34369766857
A668549,603,30854.16716866481
A668549,640,31040.894087256467
A668549,667,31072.404254768808
A668549,669,31080.865318267493
A895981,174,29376.982186118636
A895981,262,29555.24804121161
A895981,359,29989.09636612691
A895981,411,30206.458169800007
A895981,411,30206.749930610305
A895981,446,30369.844223567707
A895981,525,30644.6829068698
A895981,631,31141.25980599948
A258808,19,28281.42034344416
A258808,88,28595.646736136678
A258808,117,28727.230861581735
A258808,117,28727.522622392036
A258808,200,29133.070148708288
A258808,246,29323.881718644134
A258808,247,29329.133413229527
A258808,274,29407.90883201038
A258808,290,29475.889100810156
A258808,291,29479.09846972345
A258808,379,29664.366584263607
A258808,476,30109.593580780587
A258808,648,30551.90296919457
A258808,689,30745.34038642311
A208714,88,28466.688457984317
A208714,89,28471.06487013881
A208714,178,28785.291262831328
A208714,214,28843.93518570152
A208714,273,29122.858520347807
A208714,387,29574.212493881074
A208714,393,29598.13688032563
A208714,402,29628.771765407073
A208714,634,30214.91923329869
A573376,85,29044.95838399785
A573376,125,29228.47593367621
A573376,125,29229.64297691741
A573376,175,29419.57926442236
A573376,207,29468.59508055267
A573376,341,30005.14321069338
A573376,354,30042.48859441171
A573376,442,30318.494320955
A573376,455,30373.6371141016
A573376,456,30376.554722204593
A573376,519,30572.90974753613
A573376,523,30586.330744809908
A573376,547,30682.903573019026
A573376,548,30685.82118112202
A573376,654,31028.64013322389
A573376,665,31034.18358861958
A573376,666,31037.392957532873
A573376,676,31038.85176158437
A573376,677,31041.185848066765
A067561,2,28250.493697552414
A067561,27,28347.941808192438
A067561,95,28625.989860407823
A067561,185,29028.91153943138
A067561,411,29885.2295176603
A067561,461,30099.090191609805
A067561,565,30595.667090739487
A067561,566,30601.794067755778
A067561,567,30605.295197479372
A067561,612,30726.08417294335
A067561,613,30730.75234590814
A067561,638,30792.022116071028
A067561,719,31005.882790020532
A679517,2,28225.985789487262
A679517,90,28626.281621218124
A679517,165,28925.62821258537
A679517,185,28947.80203416813
A679517,185,28948.093794978427
A679517,277,29282.45168358161
A679517,283,29296.456202475987
A679517,292,29318.921784869046
A679517,319,29428.623849541644
A679517,374,29651.52910861043
A679517,374,29652.11263023103
A679517,407,29774.943931367103
A679517,562,30287.275914252958
A679517,647,30647.89227578309
A311482,88,28445.973440453054
A311482,180,28659.54235359226
A311482,271,28878.654722127158
A311482,332,29090.764831214867
A311482,332,29091.640113645764
A311482,368,29284.20224844341
A311482,368,29284.20224844341
A311482,454,29658.239607247317
A311482,455,29660.573693729715
A311482,456,29664.07482345331
A311482,456,29664.07482345331
A311482,626,30423.528212662808
A311482,638,30448.911403158858
A311482,666,30534.105559766303
A857062,9,28514.245470063128
A857062,100,29017.5328678297
A857062,126,29062.46403261582
A857062,190,29326.79932674713
A857062,278,29756.563000318238
A857062,281,29770.275758402313
A857062,379,30187.20195632024
A857062,464,30445.118512624966
A857062,585,31002.673421107236
A857062,648,31161.099541099844
A553451,0,28359.612240604416
A553451,63,28604.39956044566
A553451,124,28848.60335866631
A553451,131,28872.81950592117
A553451,132,28876.320635644763
A553451,183,29101.851742006245
A553451,259,29438.251956281525
A553451,260,29442.920129246315
A553451,261,29448.171823831704
A553451,275,29489.018337273632
A553451,380,29786.03084215848
A553451,380,29786.322602968783
A553451,385,29789.531971882076
A553451,459,30065.24593761507
A553451,499,30233.008403537257
A553451,524,30333.665883090573
A553451,612,30734.54523644203
A553451,640,30850.082517320618
A553451,671,30933.817869876566
A553451,672,30937.318999600157
A897425,64,28648.163681990583
A897425,88,28763.40920205887
A897425,128,28960.055988200707
A897425,178,29171.874336478115
A897425,268,29462.46810353638
A897425,341,29741.099677372367
A897425,454,30060.286003839978
A897425,489,30181.074979303954
A897425,525,30297.48754261344
A897425,528,30298.946346664936
A897425,638,30673.275466279145
A932346,6,27996.953553402185
A932346,61,28260.413565102597
A932346,85,28372.74147706789
A932346,95,28388.204800013762
A932346,279,29098.35061228265
A932346,280,29103.310546057743
A932346,320,29263.778991722447
A932346,351,29409.367636061877
A932346,461,29677.495820727083
A932346,533,29880.85310550581
A932346,609,30077.791652457945
A932346,646,30161.23524420359
A932346,682,30272.979634548283
A125118,21,27836.77686854778
A125118,81,28113.36611671167
A125118,197,28613.735906375245
A125118,197,28614.027667185546
A125118,231,28718.186276462453
A125118,271,28876.02887483446
A125118,277,28889.44987210824
A125118,375,29199.591613456563
A125118,462,29465.969233259973
A125118,652,30185.159630648148
A514724,9,28376.242606791482
A514724,13,28382.369583807773
A514724,103,28824.09545060116
A514724,148,29018.9916718812
A514724,201,29287.4116173567
A514724,285,29568.377277675085
A514724,286,29572.753689829577
A514724,385,29978.009455335527
A514724,470,30307.99093178422
A514724,471,30313.82614799021
A514724,527,30614.339782598654
A514724,658,31157.598411376253
A757237,16,28214.023596264982
A757237,89,28562.38600376254
A757237,105,28597.980822619076
A757237,106,28601.19019153237
A757237,196,28924.461169344173
A757237,286,29302.874940302576
A757237,288,29311.62776461156
A757237,353,29581.214753328262
A757237,469,30008.35257960667
A757237,654,30730.46058509784
A227537,8,28188.34864495863
A227537,100,28639.119096871298
A227537,101,28643.49550902579
A227537,200,29176.834270253206
A227537,237,29321.83939297204
A227537,285,29557.290366883706
A227537,321,29674.869973434386
A227537,391,29896.31642845168
A227537,413,29991.430452609304
A227537,465,30133.51796722514
A227537,539,30479.546288240304
A227537,556,30539.940775972293
A227537,618,30820.906436290672
A227537,621,30833.45215113355
A227537,649,30959.492821182917
A227537,650,30962.99395090651
A227537,727,31283.63908142562
A347670,15,28123.86950588245
A347670,20,28137.582263966524
A347670,110,28317.598683921293
A347670,208,28707.974648101972
A347670,252,28867.859572146077
A347670,301,29009.947086761913
A347670,401,29475.013818379255
A347670,452,29753.061870594644
A347670,485,29904.485731140063
A347670,549,30125.932186157355
A347670,665,30547.81831785038
A347670,701,30691.65639732801
A415410,35,28202.644924663306
A415410,115,28594.479692895482
A415410,214,29025.118648897485
A415410,232,29079.969681233786
A415410,248,29123.150281158105
A415410,254,29136.27951762158
A415410,260,29157.86981758374
A415410,405,29757.146521938837
A415410,496,30107.25949429819
A415410,569,30392.601566771064
A415410,667,30783.85281338264
A415410,718,30896.472486158233
A569012,11,28216.06592193708
A569012,88,28491.77988767007
A569012,92,28494.405734962766
A569012,100,28509.869057908636
A569012,102,28518.62188221762
A569012,139,28690.468999484005
A569012,146,28707.682887291674
A569012,170,28793.168804709414
A569012,183,28817.968473584868
A569012,195,28846.561032994217
A569012,197,28847.436315425115
A569012,198,28850.93744514871
A569012,200,28851.229205959007
A569012,244,28969.39233413029
A569012,286,29169.54024999572
A569012,435,29569.54432091628
A569012,452,29596.38631546383
A569012,471,29625.27063568348
A569012,584,30025.85822822464
A569012,592,30049.490853858897
A569012,602,30071.956436251956
A569012,659,30299.529868285535
A383397,30,28115.116681573465
A383397,109,28523.290055182413
A383397,202,28897.91093560692
A383397,204,28905.204955864407
A383397,256,29100.684698765046
A383397,295,29238.395801226394
A383397,358,29507.399268322497
A383397,359,29510.60863723579
A383397,398,29677.204059916785
A383397,414,29743.433763854762
A383397,469,29954.96035132187
A383397,478,29967.506066164748
A383397,478,29968.381348595645
A383397,480,29975.967129663433
A383397,653,30302.44747638853
A383397,662,30320.536646627097
A055485,100,28688.426673811908
A055485,102,28697.47125893119
A055485,103,28701.555910275383
A055485,175,28921.835322051476
A055485,194,28996.817850298437
A055485,275,29128.985497364094
